name,ing_cal,ing_protein,ing_fat,ing_carbon,ing_vit_b1,ing_vit_b2,ing_vit_c,ing_salt
＜牛乳及び乳製品＞　（粉乳類）　乳児用調製粉乳,510,12.4,26.8,55.9,0.41,0.72,53,0.4
＜牛乳及び乳製品＞　（練乳類）　無糖練乳,135,6.8,7.9,11.2,0.06,0.35,Tr,0.4
＜牛乳及び乳製品＞　（練乳類）　加糖練乳,314,7.7,8.5,56,0.08,0.37,2,0.2
＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,404,1.9,43,6.5,0.02,0.13,0,0.1
＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪・植物性脂肪,388,4.4,42.1,3,0.01,0.07,Tr,0.4
＜牛乳及び乳製品＞　（クリーム類）　クリーム　植物性脂肪,353,1.3,39.5,3.3,0.01,0.07,0,0.1
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪,409,1.8,40.7,12.9,0.02,0.08,Tr,0.1
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　乳脂肪・植物性脂肪,394,4,38.4,12.9,0.01,0.06,(Tr),0.3
＜牛乳及び乳製品＞　（クリーム類）　ホイップクリーム　植物性脂肪,399,6.3,36.1,12.9,0,0.05,0,0.6
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪,205,5.2,18.3,5.5,0.01,0.05,Tr,0.4
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　乳脂肪・植物性脂肪,227,4.8,21.6,3.7,0.01,0.04,Tr,0.4
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　液状　植物性脂肪,244,4.3,24.8,1.8,0,0.03,Tr,0.4
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　乳脂肪,504,7.6,27.3,60.4,0.02,0.65,0,0.9
＜牛乳及び乳製品＞　（クリーム類）　コーヒーホワイトナー　粉末状　植物性脂肪,542,2.1,36.2,56.4,0,0.01,0,1.8
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,56,3.6,3,4.9,0.04,0.14,1,0.1
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　低脂肪無糖,40,3.7,1,5.2,0.04,0.19,2,0.1
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　無脂肪無糖,37,4,0.3,5.7,0.04,0.17,1,0.1
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　脱脂加糖,65,4.3,0.2,11.9,0.03,0.15,Tr,0.2
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　ドリンクタイプ　加糖,64,2.9,0.5,12.2,0.01,0.12,Tr,0.1
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　乳製品,64,1.1,0.1,16.4,0.01,0.05,Tr,0
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　殺菌乳製品,217,1.5,0.1,52.6,0.02,0.08,0,0
＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　乳酸菌飲料　非乳製品,39,0.4,0.1,10,0.01,0.01,5,Tr
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エダム,321,28.9,25,1.4,0.04,0.42,0,2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　エメンタール,398,27.3,33.6,1.6,0.02,0.48,0,1.3
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カテージ,99,13.3,4.5,1.9,0.02,0.15,0,1
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　カマンベール,291,19.1,24.7,0.9,0.03,0.48,0,2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,313,8.2,33,2.3,0.03,0.22,0,0.7
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ゴーダ,356,25.8,29,1.4,0.03,0.33,0,2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　チェダー,390,25.7,33.8,1.4,0.04,0.45,0,2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　パルメザン,445,44,30.8,1.9,0.05,0.68,0,3.8
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　ブルー,326,18.8,29,1,0.03,0.42,0,3.8
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　マスカルポーネ,273,4.4,28.2,4.3,0.03,0.17,0,0.1
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　モッツァレラ,269,18.4,19.9,4.2,0.01,0.19,-,0.2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　やぎ,280,20.6,21.7,2.7,0.09,0.88,-,1.2
＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　リコッタ,159,7.1,11.5,6.7,0.04,0.21,-,0.4
＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,313,22.7,26,1.3,0.03,0.38,0,2.8
＜牛乳及び乳製品＞　（チーズ類）　チーズスプレッド,284,15.9,25.7,0.6,0.02,0.35,0,2.5
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　高脂肪,205,3.5,12,22.4,0.06,0.18,Tr,0.2
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスクリーム　普通脂肪,178,3.9,8,23.2,0.06,0.2,Tr,0.3
＜牛乳及び乳製品＞　（アイスクリーム類）　アイスミルク,167,3.4,6.4,23.9,0.03,0.14,Tr,0.2
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　普通脂肪,217,3.1,13.6,22.2,0.03,0.15,Tr,0.2
＜牛乳及び乳製品＞　（アイスクリーム類）　ラクトアイス　低脂肪,108,1.8,2,20.6,0.02,0.12,0,0.1
＜牛乳及び乳製品＞　（アイスクリーム類）　ソフトクリーム,146,3.8,5.6,20.1,0.05,0.22,0,0.2
＜牛乳及び乳製品＞　（その他）　カゼイン,358,86.2,1.5,0,Tr,Tr,0,0
＜牛乳及び乳製品＞　（その他）　シャーベット,128,0.9,1,28.7,0.04,0.05,0,0
＜牛乳及び乳製品＞　（その他）　チーズホエーパウダー,339,12.5,1.2,77,0.22,2.35,3,1.8
＜その他＞　人乳,61,1.1,3.5,7.2,0.01,0.03,5,0
＜その他＞　やぎ乳,57,3.1,3.6,4.5,0.04,0.14,1,0.1
（植物油脂類）　あまに油,897,0,100,0,0,0,0,0
（植物油脂類）　えごま油,897,0,100,0,0,0,0,0
（植物油脂類）　オリーブ油,894,0,100,0,0,0,0,0
（植物油脂類）　ごま油,890,0,100,0,0,0,0,0
（植物油脂類）　米ぬか油,880,0,100,0,0,0,0,0
（植物油脂類）　サフラワー油　ハイオレイック,892,0,100,0,0,0,0,0
（植物油脂類）　サフラワー油　ハイリノール,883,0,100,0,0,0,0,0
（植物油脂類）　大豆油,885,0,100,0,0,0,0,0
（植物油脂類）　調合油,886,0,100,0,0,0,0,0
（植物油脂類）　とうもろこし油,884,0,100,0,0,0,0,0
（植物油脂類）　なたね油,887,0,100,0,0,0,0,0
（植物油脂類）　パーム油,887,0,100,0,0,0,0,0
（植物油脂類）　パーム核油,893,0,100,0,0,0,0,0
（植物油脂類）　ひまわり油　ハイリノール,899,0,100,0,0,0,0,0
（植物油脂類）　ひまわり油　ミッドオレイック,892,0,100,0,0,0,0,0
（植物油脂類）　ひまわり油　ハイオレイック,899,0,100,0,0,0,0,0
（植物油脂類）　ぶどう油,882,0,100,0,0,0,0,0
（植物油脂類）　綿実油,883,0,100,0,0,0,0,0
（植物油脂類）　やし油,889,0,100,0,0,0,0,0
（植物油脂類）　落花生油,882,0,100,0,0,0,0,0
（動物油脂類）　牛脂,869,0.2,99.8,0,0,0,0,0
（動物油脂類）　たらのあぶら,853,0.1,99.8,0,0,Tr,0,0
（動物油脂類）　ラード,885,0,100,0,0,0,0,0
（バター類）　無発酵バター　有塩バター,700,0.6,81,0.2,0.01,0.03,0,1.9
（バター類）　無発酵バター　食塩不使用バター,720,0.5,83,0.2,0,0.03,0,0
（バター類）　発酵バター　有塩バター,713,0.6,80,4.4,0,0.02,0,1.3
（マーガリン類）　マーガリン　家庭用　有塩,715,0.4,83.1,0.5,0.01,0.03,0,1.3
（マーガリン類）　マーガリン　家庭用　無塩,715,0.4,83.1,0.5,0.01,0.03,0,0
（マーガリン類）　マーガリン　業務用　有塩,740,0.3,84.3,0.1,0.01,0.03,0,1.3
（マーガリン類）　マーガリン　業務用　無塩,740,0.3,84.3,0.1,0.01,0.03,0,0
（マーガリン類）　ファットスプレッド,579,0.2,69.1,0,0.02,0.02,0,1.1
（その他）　ショートニング　家庭用,889,0,99.9,0,0,0,0,0
（その他）　ショートニング　業務用　製菓,881,0,99.9,0,0,0,0,0
（その他）　ショートニング　業務用　フライ,886,0,99.9,0,0,0,0,0
＜和生菓子・和半生菓子類＞　甘納豆　あずき,283,3.4,0.3,69.5,0.06,0.02,0,0.1
＜和生菓子・和半生菓子類＞　甘納豆　いんげんまめ,288,3.8,0.5,69.9,0.09,0.03,0,0.1
＜和生菓子・和半生菓子類＞　甘納豆　えんどう,293,3.8,0.4,72.2,0.11,0.02,0,0.1
＜和生菓子・和半生菓子類＞　今川焼　こしあん入り,217,-4.5,-1.1,-48.3,-0.04,-0.04,0,-0.1
＜和生菓子・和半生菓子類＞　今川焼　つぶしあん入り,220,-4.5,-1.4,-48.2,-0.04,-0.04,0,-0.2
＜和生菓子・和半生菓子類＞　今川焼　カスタードクリーム入り,224,-4.7,-2.6,-46.7,-0.06,-0.08,(Tr),-0.1
＜和生菓子・和半生菓子類＞　ういろう　白,181,-1,-0.2,-44.2,-0.02,(Tr),0,0
＜和生菓子・和半生菓子類＞　ういろう　黒,174,-1.5,-0.2,-42.7,-0.04,-0.01,0,0
＜和生菓子・和半生菓子類＞　うぐいすもち　こしあん入り,236,-3.5,-0.4,-55.8,-0.01,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　うぐいすもち　つぶしあん入り,237,-2.7,-0.4,-56.8,-0.01,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　かしわもち　こしあん入り,203,-4,-0.4,-46.7,-0.03,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　かしわもち　つぶしあん入り,204,-3.9,-0.5,-46.6,-0.04,-0.02,0,-0.2
＜和生菓子・和半生菓子類＞　カステラ,313,-7.1,-5,-61.8,-0.05,-0.18,0,-0.2
＜和生菓子・和半生菓子類＞　かのこ,260,-4.8,-0.4,-60.4,-0.03,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　かるかん,226,-2.1,-0.3,-54.8,-0.05,-0.01,-1,0
＜和生菓子・和半生菓子類＞　きび団子,298,-1.6,-0.2,-73.7,-0.01,(Tr),0,0
＜和生菓子・和半生菓子類＞　ぎゅうひ,253,-1.3,-0.2,-62.4,-0.01,(Tr),0,0
＜和生菓子・和半生菓子類＞　きりざんしょ,245,-2.1,-0.3,-59.3,-0.03,-0.01,0,-0.2
＜和生菓子・和半生菓子類＞　きんぎょく糖,282,(Tr),0,-71.9,0,0,0,0
＜和生菓子・和半生菓子類＞　きんつば,260,-6,-0.7,-58.6,-0.03,-0.03,0,-0.3
＜和生菓子・和半生菓子類＞　草もち　こしあん入り,224,-4.2,-0.4,-52.1,-0.03,-0.02,0,(Tr)
＜和生菓子・和半生菓子類＞　草もち　つぶしあん入り,227,-4.8,-0.7,-51.1,-0.04,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　くし団子　あん　こしあん入り,198,-3.8,-0.4,-45.4,-0.04,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　くし団子　あん　つぶしあん入り,199,-3.8,-0.5,-45.4,-0.04,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　くし団子　みたらし,194,-3.2,-0.4,-44.9,-0.04,-0.02,0,-0.6
＜和生菓子・和半生菓子類＞　くずもち　関西風　くずでん粉製品,93,-0.1,-0.1,-22.5,0,0,0,0
＜和生菓子・和半生菓子類＞　くずもち　関東風　小麦でん粉製品,94,-0.1,-0.1,-22.4,0,0,0,0
＜和生菓子・和半生菓子類＞　げっぺい,348,-4.7,-8.5,-65.5,-0.05,-0.03,0,0
＜和生菓子・和半生菓子類＞　五平もち,178,-3,-0.5,-40.9,-0.02,-0.02,0,-0.6
＜和生菓子・和半生菓子類＞　桜もち　関西風　こしあん入り,196,-3.5,-0.3,-46,-0.01,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　桜もち　関西風　つぶしあん入り,197,-3,-0.3,-46.5,-0.01,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　桜もち　関東風　こしあん入り,235,-4.5,-0.4,-54.2,-0.02,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　桜もち　関東風　つぶしあん入り,237,-4.2,-0.6,-54.4,-0.04,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　笹だんご　こしあん入り,227,-4,-0.5,-54.6,-0.06,-0.02,0,(Tr)
＜和生菓子・和半生菓子類＞　笹だんご　つぶしあん入り,228,-4.7,-0.6,-53.8,-0.05,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　ずんだあん,190,-6.3,-3.4,-36.6,-0.13,-0.07,-8,-0.2
＜和生菓子・和半生菓子類＞　ずんだもち,212,-4.9,-1.7,-45.1,-0.07,-0.03,-3,-0.1
＜和生菓子・和半生菓子類＞　大福もち　こしあん入り,223,-4.6,-0.5,-53.2,-0.02,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,223,-4.7,-0.6,-52.8,-0.03,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　タルト　（和菓子）,288,-5.9,-3,-60.7,-0.04,-0.11,-1,-0.1
＜和生菓子・和半生菓子類＞　ちまき,150,-1.3,-0.2,-36.5,-0.02,(Tr),0,0
＜和生菓子・和半生菓子類＞　ちゃつう,320,-6.2,-4.3,-66.4,-0.08,-0.05,0,(Tr)
＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,282,-6.6,-3.1,-58.4,-0.04,-0.09,0,-0.3
＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,292,-6.6,-3.2,-57.9,-0.04,-0.09,0,-0.4
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,274,-3.6,-0.3,-65.4,-0.03,-0.02,0,0
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,274,-3.5,-0.3,-65.5,-0.03,-0.02,0,0
＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,275,-3.7,-0.5,-65.1,-0.03,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　ねりきり,259,-5.3,-0.3,-60.1,-0.01,-0.03,0,0
＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,292,-6.7,-2.1,-62.6,-0.05,-0.08,0,-0.1
＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,292,-6.9,-2.3,-62.2,-0.05,-0.07,0,-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,226,-3,-0.3,-53.8,-0.02,-0.02,(Tr),-0.1
＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,226,-3.1,-0.4,-53.6,-0.03,-0.02,(Tr),-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,216,-3.1,-0.2,-51.4,-0.01,-0.02,0,-0.1
＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,218,-1.3,-0.1,-53.4,-0.01,-0.01,0,-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,296,-6.5,-1.4,-68.1,-0.03,-0.05,0,-0.1
＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,295,-6.7,-1.6,-67,-0.04,-0.06,0,-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,299,-6.8,-3.1,-61.6,-0.05,-0.11,0,-0.1
＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,294,-6.9,-3.3,-61.3,-0.04,-0.09,0,-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,254,-4.6,-0.5,-59.5,-0.03,-0.02,0,-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,257,-4.7,-0.7,-59.1,-0.03,-0.02,0,-0.2
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,273,-6.1,-5.6,-51.3,-0.08,-0.03,0,(Tr)
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,279,-6.2,-6,-51.3,-0.08,-0.03,0,-0.1
＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,242,-10,-5.1,-43.4,-0.23,-0.1,-7,-1.2
＜和生菓子・和半生菓子類＞　もなか　こしあん入り,277,-4.9,-0.3,-65.5,-0.01,-0.02,0,0
＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,278,-6.4,-0.7,-63.3,-0.02,-0.03,0,-0.2
＜和生菓子・和半生菓子類＞　ゆべし,321,-2.4,-3.5,-71.2,-0.03,-0.02,0,-0.6
＜和生菓子・和半生菓子類＞　ようかん　練りようかん,289,-3.6,-0.2,-69.9,-0.01,-0.02,0,0
＜和生菓子・和半生菓子類＞　ようかん　水ようかん,168,-2.6,-0.2,-39.9,-0.01,-0.01,0,-0.1
＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,237,-4.4,-0.3,-55.4,-0.02,-0.02,0,-0.2
＜和干菓子類＞　あめ玉,385,0,0,-97.5,0,0,0,0
＜和干菓子類＞　芋かりんとう,465,-1.4,-20.6,-71.3,-0.13,-0.05,-33,(Tr)
＜和干菓子類＞　おこし,376,-3.8,-0.7,-90.2,-0.02,-0.01,0,-0.2
＜和干菓子類＞　おのろけ豆,438,-11.3,-13.6,-70.2,-0.13,-0.05,0,-1
＜和干菓子類＞　かりんとう　黒,420,-7.5,-11.6,-76.3,-0.1,-0.05,0,(Tr)
＜和干菓子類＞　かりんとう　白,423,-9.7,-11.2,-76.2,-0.12,-0.05,0,0
＜和干菓子類＞　ごかぼう,367,-10.6,-6.4,-71.7,-0.03,-0.06,0,0
＜和干菓子類＞　小麦粉せんべい　磯部せんべい,377,-4.3,-0.8,-89.3,-0.06,-0.02,0,-1.3
＜和干菓子類＞　小麦粉せんべい　かわらせんべい,390,-7,-3.2,-84.9,-0.07,-0.11,0,-0.1
＜和干菓子類＞　小麦粉せんべい　巻きせんべい,386,-4.3,-1.4,-90.4,-0.05,-0.04,0,-0.1
＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,423,-11.2,-11.1,-72,-0.27,-0.08,0,-1.1
＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,421,-11.7,-9.5,-73.9,-0.17,-0.05,0,-0.9
＜和干菓子類＞　しおがま,348,-2.6,-0.2,-85.5,-0.02,-0.02,0,-1.5
＜和干菓子類＞　ひなあられ　関西風,385,-8,-1.4,-85.8,-0.06,-0.03,0,-1.7
＜和干菓子類＞　ひなあられ　関東風,380,-9.6,-2.8,-80.7,-0.06,-0.04,0,-1.5
＜和干菓子類＞　米菓　揚げせんべい,458,-5.6,-17.4,-71.3,-0.08,-0.02,0,-1.2
＜和干菓子類＞　米菓　甘辛せんべい,374,-6.7,-0.9,-86.2,-0.09,-0.03,0,-1.2
＜和干菓子類＞　米菓　あられ,378,-7.5,-1,-84.9,-0.06,-0.03,0,-1.7
＜和干菓子類＞　米菓　しょうゆせんべい,368,-7.3,-1,-83.9,-0.1,-0.04,0,-1.3
＜和干菓子類＞　ボーロ　小粒,391,-2.5,-2.1,-90.6,-0.01,-0.07,0,-0.1
＜和干菓子類＞　ボーロ　そばボーロ,398,-7.7,-3.4,-86.1,-0.12,-0.11,0,-0.3
＜和干菓子類＞　松風,378,-4,-0.7,-89.7,-0.05,-0.02,0,-0.1
＜和干菓子類＞　みしま豆,402,-12.3,-8.6,-75.8,-0.02,-0.08,0,0
＜和干菓子類＞　八つ橋,390,-3.3,-0.5,-94.2,-0.04,-0.01,0,0
＜和干菓子類＞　らくがん　らくがん,384,-2.4,-0.2,-94.3,-0.01,(Tr),0,0
＜和干菓子類＞　らくがん　麦らくがん,396,-4.8,-1.8,-90.4,-0.03,-0.04,0,0
＜和干菓子類＞　らくがん　もろこしらくがん,374,-6.6,-0.3,-89.9,-0.01,-0.01,0,-0.3
＜菓子パン類＞　揚げパン,369,8.7,18.7,43.5,0.18,0.13,0,1.1
＜菓子パン類＞　あんパン　こしあん入り,267,-6.8,-3.6,-53.5,-0.06,-0.07,0,-0.3
＜菓子パン類＞　あんパン　つぶしあん入り,266,-7,-3.8,-53,-0.06,-0.07,0,-0.3
＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,256,-6.6,-3.5,-51.9,-0.03,-0.04,0,-0.1
＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,258,-6.8,-3.7,-51.4,-0.04,-0.05,0,-0.2
＜菓子パン類＞　カレーパン　皮及び具,302,-6.6,-18.3,-32.3,-0.11,-0.15,0,-1.2
＜菓子パン類＞　カレーパン　皮のみ,363,7.2,22.4,38.4,0.11,0.18,0,1
＜菓子パン類＞　カレーパン　具のみ,168,5.3,9.3,18.8,0.11,0.07,0,1.8
＜菓子パン類＞　クリームパン,286,-7.9,-7.4,-48.3,-0.1,-0.14,(Tr),-0.4
＜菓子パン類＞　クリームパン　薄皮タイプ,218,-6,-7.1,-33.9,-0.07,-0.15,(Tr),-0.2
＜菓子パン類＞　ジャムパン,285,-5.3,-3.9,-58.1,-0.07,-0.07,-3,-0.3
＜菓子パン類＞　チョココロネ,320,-5.8,-15.3,-44.4,-0.08,-0.14,(Tr),-0.4
＜菓子パン類＞　チョコパン　薄皮タイプ,340,-4.7,-19.4,-40,-0.07,-0.16,(Tr),-0.4
＜菓子パン類＞　メロンパン,349,8,10.5,59.9,0.09,0.1,0,0.5
＜菓子パン類＞　菓子パン　あんなし,294,-8.2,-6.1,-54.1,-0.1,-0.11,0,-0.5
＜ケーキ・ペストリー類＞　シュークリーム,211,-6,-11.4,-25.5,-0.07,-0.18,-1,-0.2
＜ケーキ・ペストリー類＞　スポンジケーキ,283,-7.9,-7.5,-52.1,-0.06,-0.18,0,-0.2
＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,318,-6.9,-15.2,-42.3,-0.05,-0.15,0,-0.2
＜ケーキ・ペストリー類＞　ショートケーキ　いちご,314,-6.9,-14.7,-42.7,-0.05,-0.15,-15,-0.2
＜ケーキ・ペストリー類＞　タルト　（洋菓子）,247,-4.7,-13.5,-30.5,-0.05,-0.11,-21,-0.2
＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,299,-8.5,-21.2,-23.3,-0.04,-0.23,-2,-0.5
＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,349,-5.8,-27.5,-22.5,-0.04,-0.16,-2,-0.5
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382,-6.2,-26.3,-35.1,-0.11,-0.12,0,-0.8
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン,440,-6.5,-34,-33.2,-0.11,-0.12,0,-0.5
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330,-6,-15.6,-44.9,-0.07,-0.08,0,-0.5
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323,-6,-15.7,-42.9,-0.07,-0.08,0,-0.5
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384,-6.5,-21.3,-46.1,-0.07,-0.09,0,-0.3
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387,-6.6,-22,-45.2,-0.08,-0.09,0,-0.4
＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304,-5.8,-19.3,-31.2,-0.09,-0.14,(Tr),-0.5
＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,417,-7.3,-29.6,-36.6,-0.11,-0.17,(Tr),-0.5
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379,-7.2,-20.2,-43.9,-0.09,-0.11,(Tr),-0.8
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341,-6.8,-12.6,-52.2,-0.06,-0.08,0,-0.5
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341,-7,-13,-51.5,-0.06,-0.08,0,-0.6
＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371,-7.7,-18.9,-44.6,-0.1,-0.16,(Tr),-0.6
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,367,-7.2,-11.7,-60.2,-0.07,-0.12,0,-0.4
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,353,-8.3,-5.4,-63.7,-0.05,-0.14,0,0
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,355,-8.6,-5.7,-63.1,-0.06,-0.09,0,-0.3
＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,375,-9.6,-10.5,-56.7,-0.09,-0.17,(Tr),-0.4
＜ケーキ・ペストリー類＞　パイ　パイ皮,373,-5,-25.4,-36.4,-0.05,-0.02,0,-1
＜ケーキ・ペストリー類＞　パイ　アップルパイ,294,-4,-17.5,-32.8,-0.03,-0.01,-1,-0.4
＜ケーキ・ペストリー類＞　パイ　ミートパイ,381,-9.7,-29.9,-22.2,-0.14,-0.05,(Tr),-1.1
＜ケーキ・ペストリー類＞　バターケーキ,422,-5.8,-25.3,-48,-0.05,-0.12,0,-0.6
＜ケーキ・ペストリー類＞　ホットケーキ,253,-7.7,-5.4,-45.3,-0.08,-0.16,(Tr),-0.7
＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,241,-7.3,-7.9,-38.1,-0.08,-0.19,-1,-0.2
＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,279,-4.9,-4.2,-57.3,-0.05,-0.09,-6,-0.1
＜デザート菓子類＞　カスタードプリン,116,-5.7,-5.5,-14,-0.04,-0.2,-1,-0.2
＜デザート菓子類＞　牛乳寒天,61,-1.1,-1.3,-12.2,-0.01,-0.05,(Tr),(Tr)
＜デザート菓子類＞　こんにゃくゼリー,65,0,-0.1,-16.4,(Tr),0,0,-0.1
＜デザート菓子類＞　ゼリー　オレンジ,80,-2.1,-0.1,-19.8,-0.07,-0.02,-40,(Tr)
＜デザート菓子類＞　ゼリー　コーヒー,43,-1.6,0,-10.3,0,(Tr),0,(Tr)
＜デザート菓子類＞　ゼリー　ミルク,103,-4.3,-3.7,-14.4,-0.04,-0.15,-1,-0.1
＜デザート菓子類＞　ゼリー　ワイン,65,-1.7,0,-13.2,0,0,0,(Tr)
＜デザート菓子類＞　ババロア,204,-5.6,-12.9,-19.9,-0.04,-0.13,(Tr),-0.1
＜ビスケット類＞　ウエハース,439,7.6,13.6,75.3,0.03,0.08,0,1.2
